id,type,name,translation,file,sounds,error,ini
266,PACENOTE,GONARROW,Go Narrow,gonarrow.ogg,1,Not found: gonarrow.ogg,pacenotes/Rbr.ini/packages/Extended.ini/line/Extended.ini
267,PACENOTE,GOWIDE,Go Wide,gowide.ogg,1,Not found: gowide.ogg,pacenotes/Rbr.ini/packages/Extended.ini/line/Extended.ini
268,PACENOTE,SLIPPERY,Slippy,liukas.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/cautions/Extended.ini
271,PACENOTE,SIDEWAYS,Sideways,sideways.ogg,1,Not found: sideways.ogg,pacenotes/Rbr.ini/packages/Extended.ini/line/Extended.ini
272,PACENOTE,HOOK,HOOK,hook.ogg,1,Not found: hook.ogg,pacenotes/Rbr.ini/packages/Extended.ini/line/Extended.ini
274,PACENOTE,VERY_LONG,Very Long,tosi_pitka.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini
275,PACENOTE,VERY_SHORT,TOSI LYHYT,very_short.ogg,1,Not found: very_short.ogg,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini
277,PACENOTE,SLIPPY,Slippy,liukas.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/cautions/Extended.ini
294,PACENOTE,POSITIVE,Positive,positive.ogg,1,Not found: positive.ogg,pacenotes/Rbr.ini/packages/Extended.ini/adjectives/Extended.ini
295,PACENOTE,NEGATIVE,Negative,negative.ogg,1,Not found: negative.ogg,pacenotes/Rbr.ini/packages/Extended.ini/adjectives/Extended.ini
298,PACENOTE,OPENS,Opens,aukee1.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/adjectives/Extended.ini
299,PACENOTE,FAKES,Deceptive,hamaa.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/cautions/Extended.ini
300,PACENOTE,BUMPS,Bumps,pomppuja1.ogg,2,,pacenotes/Rbr.ini/packages/Extended.ini/obstacles/Extended.ini
301,PACENOTE,HIDDEN,HIDDEN,hidden.ogg,1,Not found: hidden.ogg,pacenotes/Rbr.ini/packages/Extended.ini/cautions/Extended.ini
302,PACENOTE,BLIND,BLIND,blind.ogg,1,Not found: blind.ogg,pacenotes/Rbr.ini/packages/Extended.ini/cautions/Extended.ini
303,PACENOTE,DOUBLE_CAUTION,Danger,huomio_huomio.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/cautions/Extended.ini
304,PACENOTE,TRIPLE_CAUTION,TRIPLE CAUTION,huomio_huomio.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/cautions/Extended.ini
320,PACENOTE,GRAVEL,Gravel,soralle.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/surface/Extended.ini
321,PACENOTE,TARMAC,Tarmac,asfaltille.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/surface/Extended.ini
322,PACENOTE,CONCRETE,Concrete,betonille.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/surface/Extended.ini
323,PACENOTE,COBBLES,Cobbles,cobbles.ogg,1,Not found: cobbles.ogg,pacenotes/Rbr.ini/packages/Extended.ini/surface/Extended.ini
324,PACENOTE,GRIT,Grit,grit.ogg,1,Not found: grit.ogg,pacenotes/Rbr.ini/packages/Extended.ini/surface/Extended.ini
325,PACENOTE,SNOW,Snow,lumelle.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/surface/Extended.ini
326,PACENOTE,ONSPLIT,Split,onsplit.ogg,1,Not found: onsplit.ogg,pacenotes/Rbr.ini/packages/Extended.ini/surface/Extended.ini
327,PACENOTE,ICY,Icy,icy.ogg,1,Not found: icy.ogg,pacenotes/Rbr.ini/packages/Extended.ini/surface/Extended.ini
328,PACENOTE,RUBBLE,Rubble,rubble.ogg,1,Not found: rubble.ogg,pacenotes/Rbr.ini/packages/Extended.ini/surface/Extended.ini
329,PACENOTE,ICE,Ice,jaalle.ogg,1,Not found: jaalle.ogg,pacenotes/Rbr.ini/packages/Extended.ini/surface/Extended.ini
330,PACENOTE,LOOSE_GRAVEL,Loose Gravel,loose_gravel.ogg,1,Not found: loose_gravel.ogg,pacenotes/Rbr.ini/packages/Extended.ini/surface/Extended.ini
340,PACENOTE,CREST,Crest,nyppy.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/obstacles/Extended.ini
